File Creation Date,2025-12-05
Sampling Location,3km offshore of Ukedo River (T-D1)

Sea surface to a depth of 0.5 m,,,,,,,2 to 3 m above seabed,,,,
,Cs-134,,Cs-137,,H-3,,,Cs-134,,Cs-137,
Date and time of Sampling,Dt,ND,Dt,ND,Dt,ND,Date and time of Sampling,Dt,ND,Dt,ND
2023/1/5 8:22,,0.0011,0.0021,,,0.35,2022/11/7 7:52,,0.0012,0.015,
2022/12/20 8:08,,0.0012,0.0040,,,0.35,2022/11/5 7:53,,0.0013,0.0092,
2022/12/17 8:10,,0.0012,0.0030,,,0.35,2022/10/29 8:07,,0.0011,0.0048,
2022/12/10 7:54,,0.0011,0.0030,,,0.35,2022/10/20 8:07,,0.0013,0.0029,
2022/11/15 8:24,,0.0012,0.0041,,,0.34,2022/9/26 8:22,,0.0014,0.0047,
2022/11/7 7:52,,0.0014,0.0082,,,0.35,2022/9/15 8:20,,0.0011,0.0029,
2022/11/5 7:53,,0.0012,0.0093,,,0.35,2022/9/5 7:43,,0.0012,0.0021,
2022/10/29 8:07,,0.0013,0.0077,,,0.38,2022/9/3 8:02,,0.0013,0.0036,
2022/10/20 8:07,,0.0012,0.0036,,,0.37,2022/8/22 8:09,,0.0013,0.0038,
2022/9/26 8:22,,0.0012,0.0038,,,0.35,2022/8/17 7:47,,0.0013,0.0026,
2022/9/15 8:20,,0.0011,0.0023,,,0.34,2022/8/10 7:54,,0.0011,0.0037,
2022/9/5 7:43,,0.0013,0.0033,,,0.34,2022/8/1 8:02,,0.0011,0.0032,
2022/9/3 8:02,,0.0011,0.0031,,,0.34,2022/7/25 8:06,,0.0014,0.0031,
2022/8/22 8:09,,0.0013,0.0030,,,0.35,2022/7/19 8:06,,0.0012,0.0032,
2022/8/17 7:47,,0.0012,0.0031,,,0.35,2022/7/11 7:57,,0.0013,0.0038,
2022/8/10 7:54,,0.0014,0.0023,,,0.34,2022/7/4 7:55,,0.0013,0.0023,
2022/8/1 8:02,,0.00098,0.0024,,,0.34,2022/6/27 7:53,,0.0013,0.0022,
2022/7/25 8:06,,0.0013,0.0018,,,0.37,2022/6/20 7:53,,0.0012,0.0038,
2022/7/19 8:06,,0.0011,0.0029,,,0.38,2022/6/17 7:57,,0.0014,0.0093,
2022/7/11 7:57,,0.0011,0.0025,,,0.38,2022/6/10 8:08,,0.0012,0.0044,
2022/7/4 7:55,,0.0013,0.0020,,,0.38,2022/6/1 8:10,,0.0014,0.0033,
2022/6/27 7:53,,0.0011,0.0049,,,0.34,2022/5/26 8:24,,0.0012,0.0031,
2022/6/20 7:53,,0.0012,0.0047,,0.46,,2022/5/16 8:04,,0.0012,0.0038,
2022/6/17 7:57,,0.0012,0.0090,,,0.39,2022/5/9 8:04,,0.0013,0.0038,
2022/6/10 8:08,,0.0014,0.0036,,,0.38,2022/5/7 7:59,,0.0010,0.0027,
2022/6/1 8:10,,0.0013,0.0023,,,0.38,2022/4/25 8:04,,0.0010,0.0033,
2022/5/26 8:24,,0.0012,0.0057,,,0.38,2022/4/19 8:00,,0.0010,0.0055,
2022/5/16 8:04,,0.0014,0.0025,,,0.38,2022/4/11 8:26,,0.0011,0.017,
2022/5/9 8:04,,0.0013,0.0032,,,0.37,2022/4/8 8:06,,0.0012,0.0042,
2022/5/7 7:59,,0.0013,0.0077,,,0.38,2022/3/30 7:47,,0.0012,0.0039,
2022/4/25 8:04,,0.0012,0.0016,,,0.38,2022/3/22 8:03,,0.0010,0.0063,
2022/4/19 8:00,,0.0011,0.0035,,,0.37,2022/3/14 7:51,,0.0013,0.0023,
2022/4/11 8:26,,0.0010,0.0040,,-,-,2022/3/8 8:00,,0.0013,0.0038,
2022/4/8 8:06,,0.0011,0.0030,,,0.31,2022/3/1 8:05,,0.0013,0.0033,
2022/3/30 7:47,,0.0012,0.0048,,-,-,2022/2/22 7:51,,0.0012,0.0040,
2022/3/22 8:03,,0.0010,0.0094,,-,-,2022/2/15 7:57,,0.0014,0.0039,
2022/3/14 7:51,,0.0012,0.0034,,,0.34,2022/2/7 7:52,,0.0010,0.0036,
2022/3/8 8:00,,0.0012,0.0022,,-,-,2022/2/1 8:17,,0.00093,0.0081,
2022/3/1 8:05,,0.0014,0.0037,,,0.30,2022/1/24 8:22,,0.0013,0.0065,
2022/2/22 7:51,,0.0013,0.0035,,-,-,2022/1/17 8:00,,0.0012,0.0069,
2022/2/15 7:57,,0.0014,0.0031,,,0.31,2022/1/11 7:50,,0.0012,0.0060,
2022/2/7 7:52,,0.00099,0.0028,,-,-,2022/1/4 8:03,,0.0014,0.0075,
2022/2/1 8:17,,0.0010,0.0046,,,0.31,2021/12/29 7:58,,0.0013,0.0071,
2022/1/24 8:22,,0.0013,0.0067,,-,-,2021/12/20 7:51,,0.0013,0.0081,
2022/1/17 8:00,,0.0011,0.0065,,,0.31,2021/12/14 7:58,,0.0012,0.0061,
2022/1/11 7:50,,0.0014,0.0056,,-,-,2021/12/6 7:57,,0.0012,0.011,
2022/1/4 8:03,,0.0011,0.0063,,,0.29,2021/11/29 7:59,,0.0013,0.0057,
2021/12/29 7:58,,0.0011,0.0055,,-,-,2021/11/25 8:15,,0.0012,0.0058,
2021/12/20 7:51,,0.0013,0.010,,,0.31,2021/11/15 8:06,,0.0014,0.0087,
2021/12/14 7:58,,0.0013,0.0070,,-,-,2021/11/8 7:54,,0.0013,0.012,
2021/12/6 7:57,,0.0012,0.017,,,0.29,2021/11/1 7:59,,0.0012,0.0061,
2021/11/29 7:59,,0.0014,0.0052,,-,-,2021/10/25 7:58,,0.0014,0.0037,
2021/11/25 8:15,,0.00094,0.026,,-,-,2021/10/19 8:15,,0.0012,0.0057,
2021/11/15 8:06,,0.0010,0.0093,,,0.30,2021/10/11 8:16,,0.0011,0.0046,
2021/11/8 7:54,,0.0013,0.0049,,-,-,2021/10/4 8:30,,0.0014,0.018,
2021/11/1 7:59,,0.0014,0.0066,,,0.30,2021/9/27 8:27,,0.0013,0.0033,
2021/10/25 7:58,,0.0011,0.0086,,-,-,2021/9/21 8:43,,0.0012,0.0069,
2021/10/19 8:15,,0.0014,0.0068,,,0.30,2021/9/13 8:06,,0.0012,0.0036,
2021/10/11 8:16,,0.0013,0.0097,,-,-,2021/9/9 8:06,,0.0012,0.0068,
2021/10/4 8:30,,0.0013,0.032,,0.34,,2021/8/30 7:55,,0.0013,0.0035,
2021/9/27 8:27,,0.0012,0.0035,,-,-,2021/8/23 8:30,,0.0013,0.0038,
2021/9/21 8:43,,0.0014,0.0037,,,0.29,2021/8/17 8:11,,0.0012,0.0026,
2021/9/13 8:06,,0.0012,0.0029,,-,-,2021/8/11 7:50,,0.0012,0.0053,
2021/9/9 8:06,,0.0012,0.014,,,0.30,2021/8/2 7:52,,0.0012,0.0070,
2021/8/30 7:55,,0.0012,0.0047,,-,-,2021/7/30 7:50,,0.0012,0.0026,
2021/8/23 8:30,,0.0013,0.0032,,-,-,2021/7/19 7:39,,0.00095,0.0049,
2021/8/17 8:11,,0.0013,0.0037,,,0.29,2021/7/12 6:48,,0.0013,0.019,
2021/8/11 7:50,,0.0010,0.0080,,-,-,2021/7/5 8:01,,0.0012,0.0055,
2021/8/2 7:52,,0.0012,0.011,,0.39,,2021/6/28 7:46,,0.0013,0.0041,
